STATION,LINENAME,DATE,HOUR,ENTRIES,EXITS,CROWD_LEVEL
R18,Q,07/08/2025,14,539,414,2
R18,Q,07/08/2025,15,493,413,3
R18,Q,07/08/2025,16,504,440,3
R18,Q,07/08/2025,17,502,806,5
R18,Q,07/08/2025,18,528,825,4
R18,Q,07/08/2025,19,521,777,3
R18,Q,07/08/2025,20,196,113,3
R18,Q,07/08/2025,21,181,113,3
R18,Q,07/08/2025,22,112,88,2
R18,Q,07/08/2025,23,137,98,2
R18,Q,07/09/2025,0,207,105,3
R18,Q,07/09/2025,1,164,141,5
R18,Q,07/09/2025,2,149,157,4
R18,Q,07/09/2025,3,151,146,5
R18,Q,07/09/2025,4,171,116,3
R18,Q,07/09/2025,5,155,153,3
R18,Q,07/09/2025,6,163,105,2
R18,Q,07/09/2025,7,757,506,5
R18,Q,07/09/2025,8,792,489,3
R18,Q,07/09/2025,9,849,452,4
R18,Q,07/09/2025,10,546,402,3
R18,Q,07/09/2025,11,485,421,5
R18,Q,07/09/2025,12,471,401,5
R18,Q,07/09/2025,13,522,418,3
R18,Q,07/09/2025,14,538,393,3
R18,Q,07/09/2025,15,473,435,3
R18,Q,07/09/2025,16,536,428,3
R18,Q,07/09/2025,17,526,779,4
R18,Q,07/09/2025,18,522,802,4
R18,Q,07/09/2025,19,454,816,2
R18,Q,07/09/2025,20,179,109,3
R18,Q,07/09/2025,21,113,166,4
R18,Q,07/09/2025,22,121,151,3
R18,Q,07/09/2025,23,112,123,2
R18,Q,07/10/2025,0,168,137,3
R18,Q,07/10/2025,1,153,129,3
R18,Q,07/10/2025,2,177,130,4
R18,Q,07/10/2025,3,137,125,3
R18,Q,07/10/2025,4,165,151,5
R18,Q,07/10/2025,5,203,106,3
R18,Q,07/10/2025,6,164,117,3
R18,Q,07/10/2025,7,760,479,3
R18,Q,07/10/2025,8,752,516,3
R18,Q,07/10/2025,9,812,460,3
R18,Q,07/10/2025,10,509,409,3
R18,Q,07/10/2025,11,478,411,3
R18,Q,07/10/2025,12,499,408,3
R18,Q,07/10/2025,13,547,435,3
R18,Q,07/10/2025,14,530,393,5
R18,Q,07/10/2025,15,457,436,3
R18,Q,07/10/2025,16,466,388,3
R18,Q,07/10/2025,17,444,797,3
R18,Q,07/10/2025,18,500,766,3
R18,Q,07/10/2025,19,528,817,4
R18,Q,07/10/2025,20,209,102,3
R18,Q,07/10/2025,21,184,121,5
R18,Q,07/10/2025,22,165,124,3
R18,Q,07/10/2025,23,134,124,2
R18,Q,07/11/2025,0,208,104,3
R18,Q,07/11/2025,1,138,163,3
R18,Q,07/11/2025,2,116,97,2
R18,Q,07/11/2025,3,142,96,4
R18,Q,07/11/2025,4,202,98,3
R18,Q,07/11/2025,5,142,107,3
R18,Q,07/11/2025,6,176,158,4
R18,Q,07/11/2025,7,841,463,4
R18,Q,07/11/2025,8,816,511,4
R18,Q,07/11/2025,9,801,510,4
R18,Q,07/11/2025,10,547,423,3
R18,Q,07/11/2025,11,550,431,3
R18,Q,07/11/2025,12,468,372,3
R18,Q,07/11/2025,13,452,372,3
R18,Q,07/11/2025,14,523,429,3
R18,Q,07/11/2025,15,501,395,3
R18,Q,07/11/2025,16,462,407,3
R18,Q,07/11/2025,17,438,777,3
R18,Q,07/11/2025,18,528,789,3
R18,Q,07/11/2025,19,443,792,3
R18,Q,07/11/2025,20,176,164,3
R18,Q,07/11/2025,21,150,168,3
R18,Q,07/11/2025,22,139,110,3
R18,Q,07/11/2025,23,176,146,3
R18,Q,07/12/2025,0,124,163,5
R18,Q,07/12/2025,1,113,151,3
R18,Q,07/12/2025,2,195,151,3
R18,Q,07/12/2025,3,136,161,3
R18,Q,07/12/2025,4,142,158,3
R18,Q,07/12/2025,5,205,97,3
R18,Q,07/12/2025,6,132,160,3
R18,Q,07/12/2025,7,754,457,5
R18,Q,07/12/2025,8,811,465,4
R18,Q,07/12/2025,9,830,480,4
R18,Q,07/12/2025,10,474,418,5
R18,Q,07/12/2025,11,547,404,3
R18,Q,07/12/2025,12,540,371,3
R18,Q,07/12/2025,13,528,382,4
R18,Q,07/12/2025,14,549,422,3
R18,Q,07/12/2025,15,542,390,3
R18,Q,07/12/2025,16,549,413,3
R18,Q,07/12/2025,17,522,772,3
R18,Q,07/12/2025,18,513,795,4
R18,Q,07/12/2025,19,468,783,5
R18,Q,07/12/2025,20,204,124,4
R18,Q,07/12/2025,21,200,90,3
R18,Q,07/12/2025,22,146,105,3
R18,Q,07/12/2025,23,149,162,4
R18,Q,07/13/2025,0,172,134,3
R18,Q,07/13/2025,1,122,155,3
R18,Q,07/13/2025,2,130,96,2
R18,Q,07/13/2025,3,189,159,3
R18,Q,07/13/2025,4,156,126,3
R18,Q,07/13/2025,5,177,129,3
R18,Q,07/13/2025,6,207,114,5
R18,Q,07/13/2025,7,796,502,4
R18,Q,07/13/2025,8,837,450,3
R18,Q,07/13/2025,9,797,505,4
R18,Q,07/13/2025,10,528,377,4
R18,Q,07/13/2025,11,511,411,3
R18,Q,07/13/2025,12,528,374,3
R18,Q,07/13/2025,13,465,436,3
R18,Q,07/13/2025,14,470,413,3
R18,Q,07/13/2025,15,544,387,3
R18,Q,07/13/2025,16,503,410,5
R18,Q,07/13/2025,17,500,827,4
R18,Q,07/13/2025,18,488,781,3
R18,Q,07/13/2025,19,449,839,3
R18,Q,07/13/2025,20,197,102,3
R18,Q,07/13/2025,21,130,155,3
R18,Q,07/13/2025,22,116,127,5
R18,Q,07/13/2025,23,184,130,4
R18,Q,07/14/2025,0,180,93,3
R18,Q,07/14/2025,1,190,140,3
R18,Q,07/14/2025,2,163,109,2
R18,Q,07/14/2025,3,140,122,3
R18,Q,07/14/2025,4,157,138,3
R18,Q,07/14/2025,5,129,89,2
R18,Q,07/14/2025,6,209,148,3
R18,Q,07/14/2025,7,819,476,3
R18,Q,07/14/2025,8,836,443,3
R18,Q,07/14/2025,9,815,506,4
R18,Q,07/14/2025,10,479,433,3
R18,Q,07/14/2025,11,505,383,3
R18,Q,07/14/2025,12,471,424,4
R18,Q,07/14/2025,13,527,360,3
R18,Q,07/14/2025,14,474,384,3
R18,Q,07/14/2025,15,541,402,4
R18,Q,07/14/2025,16,506,377,4
R18,Q,07/14/2025,17,511,798,4
R18,Q,07/14/2025,18,466,799,3
R18,Q,07/14/2025,19,504,835,5
R18,Q,07/14/2025,20,142,118,3
R18,Q,07/14/2025,21,151,138,3
R18,Q,07/14/2025,22,121,167,3
R18,Q,07/14/2025,23,116,132,2
R18,Q,07/15/2025,0,149,147,3
R18,Q,07/15/2025,1,124,95,4
R18,Q,07/15/2025,2,199,91,3
R18,Q,07/15/2025,3,158,100,3
R18,Q,07/15/2025,4,194,90,3
R18,Q,07/15/2025,5,134,106,4
R18,Q,07/15/2025,6,210,161,2
R18,Q,07/15/2025,7,830,482,4
R18,Q,07/15/2025,8,808,500,4
R18,Q,07/15/2025,9,849,499,4
R18,Q,07/15/2025,10,471,425,3
R18,Q,07/15/2025,11,496,386,3
R18,Q,07/15/2025,12,515,401,3
R18,Q,07/15/2025,13,538,374,3
R18,Q,07/15/2025,14,546,370,2
R18,Q,07/15/2025,15,495,388,4
R18,Q,07/15/2025,16,491,362,3
R18,Q,07/15/2025,17,530,797,4
R18,Q,07/15/2025,18,508,822,4
R18,Q,07/15/2025,19,452,789,3
R18,Q,07/15/2025,20,175,160,3
R18,Q,07/15/2025,21,110,144,3
R18,Q,07/15/2025,22,188,110,3
R18,Q,07/15/2025,23,169,108,3
R18,Q,07/16/2025,0,131,119,3
R18,Q,07/16/2025,1,168,159,3
R18,Q,07/16/2025,2,139,124,3
R18,Q,07/16/2025,3,175,157,3
R18,Q,07/16/2025,4,135,152,5
R18,Q,07/16/2025,5,124,111,1
R18,Q,07/16/2025,6,139,119,3
R18,Q,07/16/2025,7,839,457,4
R18,Q,07/16/2025,8,829,493,4
R18,Q,07/16/2025,9,818,508,4
R18,Q,07/16/2025,10,451,398,3
R18,Q,07/16/2025,11,473,385,3
R18,Q,07/16/2025,12,485,382,3
R18,Q,07/16/2025,13,456,435,2
R18,Q,07/16/2025,14,475,361,4
R18,Q,07/16/2025,15,478,428,3
R18,Q,07/16/2025,16,451,436,5
R18,Q,07/16/2025,17,443,839,3
R18,Q,07/16/2025,18,451,810,2
R18,Q,07/16/2025,19,518,825,4
R18,Q,07/16/2025,20,181,147,2
R18,Q,07/16/2025,21,130,155,2
R18,Q,07/16/2025,22,137,164,3
R18,Q,07/16/2025,23,201,121,3
R18,Q,07/17/2025,0,124,143,5
R18,Q,07/17/2025,1,165,130,3
R18,Q,07/17/2025,2,184,163,3
R18,Q,07/17/2025,3,125,167,3
R18,Q,07/17/2025,4,210,148,3
R18,Q,07/17/2025,5,152,143,4
R18,Q,07/17/2025,6,185,97,3
R18,Q,07/17/2025,7,779,456,4
R18,Q,07/17/2025,8,775,456,3
R18,Q,07/17/2025,9,796,474,4
R18,Q,07/17/2025,10,533,389,3
R18,Q,07/17/2025,11,509,400,3
R18,Q,07/17/2025,12,502,402,3
R18,Q,07/17/2025,13,486,390,4
R18,Q,07/17/2025,14,517,363,3
R18,Q,07/17/2025,15,482,385,3
R18,Q,07/17/2025,16,550,384,3
R18,Q,07/17/2025,17,499,761,3
R18,Q,07/17/2025,18,527,827,4
R18,Q,07/17/2025,19,471,800,3
R18,Q,07/17/2025,20,158,140,4
R18,Q,07/17/2025,21,159,165,3
R18,Q,07/17/2025,22,190,142,3
R18,Q,07/17/2025,23,150,106,3
R18,Q,07/18/2025,0,114,151,2
R18,Q,07/18/2025,1,193,121,3
R18,Q,07/18/2025,2,162,152,3
R18,Q,07/18/2025,3,155,101,3
R18,Q,07/18/2025,4,154,90,3
R18,Q,07/18/2025,5,159,120,3
R18,Q,07/18/2025,6,153,95,3
R18,Q,07/18/2025,7,797,454,3
R18,Q,07/18/2025,8,839,467,4
R18,Q,07/18/2025,9,833,468,4
R18,Q,07/18/2025,10,532,375,3
R18,Q,07/18/2025,11,497,435,3
R18,Q,07/18/2025,12,481,440,3
R18,Q,07/18/2025,13,544,384,3
R18,Q,07/18/2025,14,492,374,3
R18,Q,07/18/2025,15,470,401,3
R18,Q,07/18/2025,16,457,370,3
R18,Q,07/18/2025,17,438,769,5
R18,Q,07/18/2025,18,455,793,3
R18,Q,07/18/2025,19,439,798,3
R18,Q,07/18/2025,20,173,167,3
R18,Q,07/18/2025,21,201,101,2
R18,Q,07/18/2025,22,134,167,3
R18,Q,07/18/2025,23,182,122,3
R18,Q,07/19/2025,0,114,168,3
R18,Q,07/19/2025,1,205,125,3
R18,Q,07/19/2025,2,207,130,3
R18,Q,07/19/2025,3,199,143,3
R18,Q,07/19/2025,4,207,139,4
R18,Q,07/19/2025,5,161,140,3
R18,Q,07/19/2025,6,196,99,3
R18,Q,07/19/2025,7,808,511,4
R18,Q,07/19/2025,8,821,451,3
R18,Q,07/19/2025,9,783,461,3
R18,Q,07/19/2025,10,520,416,3
R18,Q,07/19/2025,11,531,390,3
R18,Q,07/19/2025,12,459,404,3
R18,Q,07/19/2025,13,465,406,3
R18,Q,07/19/2025,14,521,416,2
R18,Q,07/19/2025,15,470,397,3
R18,Q,07/19/2025,16,471,372,5
R18,Q,07/19/2025,17,446,830,3
R18,Q,07/19/2025,18,521,824,4
R18,Q,07/19/2025,19,431,798,3
R18,Q,07/19/2025,20,159,156,3
R18,Q,07/19/2025,21,191,158,3
R18,Q,07/19/2025,22,202,139,3
R18,Q,07/19/2025,23,197,129,3
R18,Q,07/20/2025,0,180,101,3
R18,Q,07/20/2025,1,146,162,3
R18,Q,07/20/2025,2,161,98,3
R18,Q,07/20/2025,3,142,90,1
R18,Q,07/20/2025,4,162,121,3
R18,Q,07/20/2025,5,201,157,3
R18,Q,07/20/2025,6,190,163,3
R18,Q,07/20/2025,7,826,449,2
R18,Q,07/20/2025,8,821,468,3
R18,Q,07/20/2025,9,810,512,4
R18,Q,07/20/2025,10,527,405,3
R18,Q,07/20/2025,11,529,390,5
R18,Q,07/20/2025,12,470,386,3
R18,Q,07/20/2025,13,492,399,3
R18,Q,07/20/2025,14,528,406,3
R18,Q,07/20/2025,15,460,397,3
R18,Q,07/20/2025,16,477,361,3
R18,Q,07/20/2025,17,433,799,5
R18,Q,07/20/2025,18,487,800,3
R18,Q,07/20/2025,19,477,787,3
R18,Q,07/20/2025,20,208,166,5
R18,Q,07/20/2025,21,201,150,3
R18,Q,07/20/2025,22,141,113,3
R18,Q,07/20/2025,23,172,134,5
R18,Q,07/21/2025,0,130,126,2
R18,Q,07/21/2025,1,130,144,3
R18,Q,07/21/2025,2,121,149,3
R18,Q,07/21/2025,3,118,127,4
R18,Q,07/21/2025,4,164,93,3
R18,Q,07/21/2025,5,121,100,3
R18,Q,07/21/2025,6,155,106,4
R18,Q,07/21/2025,7,801,485,3
R18,Q,07/21/2025,8,765,459,3
R18,Q,07/21/2025,9,833,452,3
R18,Q,07/21/2025,10,466,404,3
R18,Q,07/21/2025,11,471,431,3
R18,Q,07/21/2025,12,489,411,3
R18,Q,07/21/2025,13,512,413,4
R18,Q,07/21/2025,14,494,407,3
R18,Q,07/21/2025,15,473,368,2
R18,Q,07/21/2025,16,547,402,2
R18,Q,07/21/2025,17,506,799,4
R18,Q,07/21/2025,18,526,802,4
R18,Q,07/21/2025,19,446,819,3
R18,Q,07/21/2025,20,146,109,3
R18,Q,07/21/2025,21,128,100,1
R18,Q,07/21/2025,22,113,117,4
R18,Q,07/21/2025,23,169,145,3
R18,Q,07/22/2025,0,133,149,5
R18,Q,07/22/2025,1,198,113,3
R18,Q,07/22/2025,2,193,168,3
R18,Q,07/22/2025,3,175,98,3
R18,Q,07/22/2025,4,145,116,3
R18,Q,07/22/2025,5,144,116,2
R18,Q,07/22/2025,6,200,95,5
R18,Q,07/22/2025,7,844,513,4
R18,Q,07/22/2025,8,849,471,3
R18,Q,07/22/2025,9,771,489,3
R18,Q,07/22/2025,10,457,369,5
R18,Q,07/22/2025,11,499,383,2
R18,Q,07/22/2025,12,550,425,3
R18,Q,07/22/2025,13,452,437,3
R18,Q,07/22/2025,14,543,418,3
R18,Q,07/22/2025,15,472,419,3
R18,Q,07/22/2025,16,540,430,2
R18,Q,07/22/2025,17,458,778,3
R18,Q,07/22/2025,18,520,770,3
R18,Q,07/22/2025,19,470,817,3
R18,Q,07/22/2025,20,177,151,3
R18,Q,07/22/2025,21,194,127,3
R18,Q,07/22/2025,22,155,159,2
R18,Q,07/22/2025,23,110,157,3
R18,Q,07/23/2025,0,155,98,3
R18,Q,07/23/2025,1,121,126,3
R18,Q,07/23/2025,2,139,121,3
R18,Q,07/23/2025,3,116,104,2
R18,Q,07/23/2025,4,137,100,2
R18,Q,07/23/2025,5,203,126,3
R18,Q,07/23/2025,6,110,152,3
R18,Q,07/23/2025,7,775,455,3
R18,Q,07/23/2025,8,750,486,3
R18,Q,07/23/2025,9,765,471,3
R18,Q,07/23/2025,10,506,419,5
R18,Q,07/23/2025,11,505,363,3
R18,Q,07/23/2025,12,456,396,3
R18,Q,07/23/2025,13,493,379,3
R18,Q,07/23/2025,14,506,415,3
R18,Q,07/23/2025,15,523,400,3
R18,Q,07/23/2025,16,469,428,3
R18,Q,07/23/2025,17,437,793,3
R18,Q,07/23/2025,18,438,832,3
R18,Q,07/23/2025,19,469,800,3
R18,Q,07/23/2025,20,163,151,3
R18,Q,07/23/2025,21,160,132,3
R18,Q,07/23/2025,22,142,128,3
R18,Q,07/23/2025,23,161,137,3
R18,Q,07/24/2025,0,114,123,2
R18,Q,07/24/2025,1,129,156,3
R18,Q,07/24/2025,2,190,129,2
R18,Q,07/24/2025,3,111,165,3
R18,Q,07/24/2025,4,203,133,3
R18,Q,07/24/2025,5,196,132,5
R18,Q,07/24/2025,6,160,108,3
R18,Q,07/24/2025,7,775,445,4
R18,Q,07/24/2025,8,793,504,3
R18,Q,07/24/2025,9,759,465,2
R18,Q,07/24/2025,10,502,403,3
R18,Q,07/24/2025,11,500,364,3
R18,Q,07/24/2025,12,456,429,3
R18,Q,07/24/2025,13,473,381,3
R18,Q,07/24/2025,14,499,435,3
R18,Q,07/24/2025,15,536,425,3
R18,Q,07/24/2025,16,485,363,5
R18,Q,07/24/2025,17,470,782,3
R18,Q,07/24/2025,18,456,797,3
R18,Q,07/24/2025,19,525,767,2
R18,Q,07/24/2025,20,147,107,3
R18,Q,07/24/2025,21,201,142,3
R18,Q,07/24/2025,22,153,143,3
R18,Q,07/24/2025,23,196,160,5
R18,Q,07/25/2025,0,151,139,3
R18,Q,07/25/2025,1,120,88,2
R18,Q,07/25/2025,2,120,125,3
R18,Q,07/25/2025,3,154,128,3
R18,Q,07/25/2025,4,130,134,3
R18,Q,07/25/2025,5,180,163,3
R18,Q,07/25/2025,6,181,136,4
R18,Q,07/25/2025,7,816,454,3
R18,Q,07/25/2025,8,808,487,4
R18,Q,07/25/2025,9,801,453,3
R18,Q,07/25/2025,10,538,419,4
R18,Q,07/25/2025,11,494,405,3
R18,Q,07/25/2025,12,463,440,3
R18,Q,07/25/2025,13,538,363,3
R18,Q,07/25/2025,14,478,372,5
R18,Q,07/25/2025,15,524,405,3
R18,Q,07/25/2025,16,489,400,3
R18,Q,07/25/2025,17,494,820,4
R18,Q,07/25/2025,18,514,778,3
R18,Q,07/25/2025,19,499,808,5
R18,Q,07/25/2025,20,141,89,2
R18,Q,07/25/2025,21,137,149,3
R18,Q,07/25/2025,22,120,114,3
R18,Q,07/25/2025,23,119,156,3
R18,Q,07/26/2025,0,152,142,3
R18,Q,07/26/2025,1,125,164,3
R18,Q,07/26/2025,2,189,114,3
R18,Q,07/26/2025,3,194,98,3
R18,Q,07/26/2025,4,153,162,3
R18,Q,07/26/2025,5,207,124,3
R18,Q,07/26/2025,6,169,158,3
R18,Q,07/26/2025,7,809,518,4
R18,Q,07/26/2025,8,771,505,5
R18,Q,07/26/2025,9,756,497,3
R18,Q,07/26/2025,10,491,424,3
R18,Q,07/26/2025,11,460,388,3
R18,Q,07/26/2025,12,516,418,2
R18,Q,07/26/2025,13,452,374,3
R18,Q,07/26/2025,14,475,395,5
R18,Q,07/26/2025,15,468,373,5
R18,Q,07/26/2025,16,485,363,3
R18,Q,07/26/2025,17,439,833,3
R18,Q,07/26/2025,18,520,839,4
R18,Q,07/26/2025,19,529,763,3
R18,Q,07/26/2025,20,197,91,3
R18,Q,07/26/2025,21,133,107,3
R18,Q,07/26/2025,22,156,136,3
R18,Q,07/26/2025,23,204,132,3
R18,Q,07/27/2025,0,135,142,5
R18,Q,07/27/2025,1,156,91,3
R18,Q,07/27/2025,2,149,109,3
R18,Q,07/27/2025,3,164,134,3
R18,Q,07/27/2025,4,160,155,3
R18,Q,07/27/2025,5,141,145,3
R18,Q,07/27/2025,6,137,110,2
R18,Q,07/27/2025,7,791,458,3
R18,Q,07/27/2025,8,808,454,2
R18,Q,07/27/2025,9,815,515,4
R18,Q,07/27/2025,10,495,438,3
R18,Q,07/27/2025,11,457,412,3
R18,Q,07/27/2025,12,485,387,3
R18,Q,07/27/2025,13,525,407,3
R18,Q,07/27/2025,14,456,391,4
R18,Q,07/27/2025,15,485,434,3
R18,Q,07/27/2025,16,454,432,3
R18,Q,07/27/2025,17,471,810,3
R18,Q,07/27/2025,18,476,795,2
R18,Q,07/27/2025,19,520,840,3
R18,Q,07/27/2025,20,171,94,3
R18,Q,07/27/2025,21,199,132,3
R18,Q,07/27/2025,22,182,133,3
R18,Q,07/27/2025,23,140,110,3
R18,Q,07/28/2025,0,143,120,3
R18,Q,07/28/2025,1,172,137,3
R18,Q,07/28/2025,2,170,131,3
R18,Q,07/28/2025,3,111,115,2
R18,Q,07/28/2025,4,137,102,1
R18,Q,07/28/2025,5,184,111,3
R18,Q,07/28/2025,6,169,154,2
R18,Q,07/28/2025,7,811,467,3
R18,Q,07/28/2025,8,760,450,3
R18,Q,07/28/2025,9,783,490,3
R18,Q,07/28/2025,10,540,401,3
R18,Q,07/28/2025,11,500,389,4
R18,Q,07/28/2025,12,454,389,4
R18,Q,07/28/2025,13,481,381,4
R18,Q,07/28/2025,14,536,398,3
R18,Q,07/28/2025,15,489,407,5
R18,Q,07/28/2025,16,483,407,5
R18,Q,07/28/2025,17,482,770,3
R18,Q,07/28/2025,18,524,825,4
R18,Q,07/28/2025,19,455,767,3
R18,Q,07/28/2025,20,193,135,2
R18,Q,07/28/2025,21,195,104,3
R18,Q,07/28/2025,22,122,118,2
R18,Q,07/28/2025,23,116,132,5
R18,Q,07/29/2025,0,131,126,3
R18,Q,07/29/2025,1,123,145,3
R18,Q,07/29/2025,2,198,133,3
R18,Q,07/29/2025,3,193,98,3
R18,Q,07/29/2025,4,133,101,2
R18,Q,07/29/2025,5,159,109,2
R18,Q,07/29/2025,6,121,137,2
R18,Q,07/29/2025,7,846,450,3
R18,Q,07/29/2025,8,760,472,5
R18,Q,07/29/2025,9,764,502,3
R18,Q,07/29/2025,10,462,429,2
R18,Q,07/29/2025,11,514,360,3
R18,Q,07/29/2025,12,518,384,3
R18,Q,07/29/2025,13,535,427,3
R18,Q,07/29/2025,14,531,422,3
R18,Q,07/29/2025,15,510,362,3
R18,Q,07/29/2025,16,478,398,3
R18,Q,07/29/2025,17,481,819,4
R18,Q,07/29/2025,18,435,803,3
R18,Q,07/29/2025,19,515,784,3
R18,Q,07/29/2025,20,146,153,3
R18,Q,07/29/2025,21,188,98,4
R18,Q,07/29/2025,22,130,146,4
R18,Q,07/29/2025,23,207,99,5
R18,R,06/29/2025,0,170,93,3
R18,R,06/29/2025,1,130,105,2
R18,R,06/29/2025,2,145,127,3
R18,R,06/29/2025,3,178,93,3
R18,R,06/29/2025,4,152,90,3
R18,R,06/29/2025,5,207,114,3
R18,R,06/29/2025,6,120,163,3
R18,R,06/29/2025,7,824,441,2
R18,R,06/29/2025,8,755,474,3
R18,R,06/29/2025,9,824,497,4
R18,R,06/29/2025,10,515,407,3
R18,R,06/29/2025,11,451,440,3
R18,R,06/29/2025,12,499,399,3
R18,R,06/29/2025,13,497,363,3
R18,R,06/29/2025,14,467,419,3
R18,R,06/29/2025,15,525,408,5
R18,R,06/29/2025,16,504,430,3
R18,R,06/29/2025,17,459,769,3
R18,R,06/29/2025,18,497,819,3
R18,R,06/29/2025,19,525,797,4
R18,R,06/29/2025,20,198,152,3
R18,R,06/29/2025,21,203,113,3
R18,R,06/29/2025,22,192,90,3
R18,R,06/29/2025,23,203,151,3
R18,R,06/30/2025,0,111,160,2
R18,R,06/30/2025,1,181,144,3
R18,R,06/30/2025,2,198,142,3
R18,R,06/30/2025,3,137,122,4
R18,R,06/30/2025,4,134,138,3
R18,R,06/30/2025,5,207,125,3
R18,R,06/30/2025,6,125,149,3
R18,R,06/30/2025,7,786,473,3
R18,R,06/30/2025,8,794,476,3
R18,R,06/30/2025,9,826,490,4
R18,R,06/30/2025,10,514,395,3
R18,R,06/30/2025,11,523,406,3
R18,R,06/30/2025,12,523,411,3
R18,R,06/30/2025,13,491,416,3
R18,R,06/30/2025,14,504,416,3
R18,R,06/30/2025,15,542,408,4
R18,R,06/30/2025,16,487,410,3
R18,R,06/30/2025,17,494,819,4
R18,R,06/30/2025,18,528,767,3
R18,R,06/30/2025,19,450,789,3
R18,R,06/30/2025,20,183,152,3
R18,R,06/30/2025,21,179,94,3
R18,R,06/30/2025,22,113,112,1
R18,R,06/30/2025,23,180,133,3
R18,R,07/01/2025,0,131,167,3
R18,R,07/01/2025,1,143,128,3
R18,R,07/01/2025,2,128,166,3
R18,R,07/01/2025,3,178,161,3
R18,R,07/01/2025,4,207,131,2
R18,R,07/01/2025,5,134,120,3
R18,R,07/01/2025,6,146,146,5
R18,R,07/01/2025,7,842,494,4
R18,R,07/01/2025,8,841,441,3
R18,R,07/01/2025,9,804,488,4
R18,R,07/01/2025,10,541,440,3
R18,R,07/01/2025,11,503,426,3
R18,R,07/01/2025,12,518,404,3
R18,R,07/01/2025,13,528,430,4
R18,R,07/01/2025,14,450,420,3
R18,R,07/01/2025,15,543,431,3
R18,R,07/01/2025,16,464,429,3
R18,R,07/01/2025,17,456,787,5
R18,R,07/01/2025,18,489,788,4
R18,R,07/01/2025,19,469,830,3
R18,R,07/01/2025,20,192,133,3
R18,R,07/01/2025,21,128,130,3
R18,R,07/01/2025,22,150,134,5
R18,R,07/01/2025,23,176,92,3
R18,R,07/02/2025,0,148,141,5
R18,R,07/02/2025,1,149,109,5
R18,R,07/02/2025,2,210,116,2
R18,R,07/02/2025,3,172,107,3
R18,R,07/02/2025,4,110,132,3
R18,R,07/02/2025,5,194,89,3
R18,R,07/02/2025,6,124,128,3
R18,R,07/02/2025,7,827,459,3
R18,R,07/02/2025,8,766,500,3
R18,R,07/02/2025,9,781,458,3
R18,R,07/02/2025,10,463,413,3
R18,R,07/02/2025,11,480,415,3
R18,R,07/02/2025,12,476,393,5
R18,R,07/02/2025,13,480,433,3
R18,R,07/02/2025,14,458,361,3
R18,R,07/02/2025,15,451,367,5
R18,R,07/02/2025,16,469,403,3
R18,R,07/02/2025,17,530,769,3
R18,R,07/02/2025,18,439,832,3
R18,R,07/02/2025,19,516,808,4
R18,R,07/02/2025,20,136,127,3
R18,R,07/02/2025,21,111,140,3
R18,R,07/02/2025,22,184,166,3
R18,R,07/02/2025,23,204,146,3
R18,R,07/03/2025,0,194,118,3
R18,R,07/03/2025,1,209,167,4
R18,R,07/03/2025,2,144,159,3
R18,R,07/03/2025,3,151,115,3
R18,R,07/03/2025,4,127,136,3
R18,R,07/03/2025,5,207,98,3
R18,R,07/03/2025,6,209,95,3
R18,R,07/03/2025,7,825,460,3
R18,R,07/03/2025,8,763,449,3
R18,R,07/03/2025,9,774,519,3
R18,R,07/03/2025,10,503,391,5
R18,R,07/03/2025,11,498,389,3
R18,R,07/03/2025,12,455,392,3
R18,R,07/03/2025,13,499,374,5
R18,R,07/03/2025,14,539,375,3
R18,R,07/03/2025,15,519,379,3
R18,R,07/03/2025,16,483,428,2
R18,R,07/03/2025,17,462,823,3
R18,R,07/03/2025,18,526,799,4
R18,R,07/03/2025,19,503,790,3
R18,R,07/03/2025,20,174,144,3
R18,R,07/03/2025,21,122,109,1
R18,R,07/03/2025,22,135,133,5
R18,R,07/03/2025,23,137,120,3
R18,R,07/04/2025,0,127,122,3
R18,R,07/04/2025,1,120,98,1
R18,R,07/04/2025,2,164,161,3
R18,R,07/04/2025,3,138,112,3
R18,R,07/04/2025,4,153,91,3
R18,R,07/04/2025,5,155,164,3
R18,R,07/04/2025,6,143,99,2
R18,R,07/04/2025,7,847,489,4
R18,R,07/04/2025,8,826,480,4
R18,R,07/04/2025,9,813,513,4
R18,R,07/04/2025,10,497,421,3
R18,R,07/04/2025,11,517,406,2
R18,R,07/04/2025,12,500,367,3
R18,R,07/04/2025,13,451,423,3
R18,R,07/04/2025,14,494,394,5
R18,R,07/04/2025,15,457,406,2
R18,R,07/04/2025,16,529,373,3
R18,R,07/04/2025,17,455,775,3
R18,R,07/04/2025,18,506,778,2
R18,R,07/04/2025,19,509,837,4
R18,R,07/04/2025,20,197,97,3
R18,R,07/04/2025,21,201,166,3
R18,R,07/04/2025,22,202,133,3
R18,R,07/04/2025,23,134,156,3
R18,R,07/05/2025,0,186,99,3
R18,R,07/05/2025,1,124,108,2
R18,R,07/05/2025,2,160,97,3
R18,R,07/05/2025,3,157,107,3
R18,R,07/05/2025,4,188,128,3
R18,R,07/05/2025,5,141,125,3
R18,R,07/05/2025,6,114,121,2
R18,R,07/05/2025,7,825,447,4
R18,R,07/05/2025,8,828,496,4
R18,R,07/05/2025,9,806,486,3
R18,R,07/05/2025,10,451,405,3
R18,R,07/05/2025,11,508,402,3
R18,R,07/05/2025,12,469,414,3
R18,R,07/05/2025,13,454,383,3
